,character,consonant,vowel,tone,segment1,segment2,mlabel,slabel,mlabel2,slabel2,freq,consonant1,vowel1,tone1,consonant2,vowel2,tone2
316,怳,h,uang,3,忄,兄,r,r,radical,radical,low,x,in,1,x,iong,1
317,況,k,uang,4,氵,兄,r,r,radical,radical,mid,sh,ui,3,x,iong,1
318,祝,zh,u,4,礻,兄,r,l,radical,radical,high,sh,i,4,x,iong,1
319,貺,k,uang,4,貝,兄,r,l,radical,radical,mid,b,ei,4,x,iong,1
320,佻,t,iao,1,亻,兆,r,r,radical,radical,high,r,en,2,zh,ao,4
321,咷,t,ao,2,口,兆,r,r,rhyming,rhyming,low,k,ou,3,zh,ao,4
322,垗,zh,ao,4,土,兆,r,r,regular,regular,rare,t,u,3,zh,ao,4
323,姚,y,ao,2,女,兆,r,r,rhyming,rhyming,high,n,v,3,zh,ao,4
324,挑,t,iao,1,扌,兆,r,r,radical,radical,high,sh,ou,3,zh,ao,4
325,朓,t,iao,4,月,兆,r,r,radical,radical,low,y,ue,4,zh,ao,4
326,桃,t,ao,2,木,兆,r,r,rhyming,rhyming,high,m,u,4,zh,ao,4
327,洮,t,ao,2,氵,兆,r,r,rhyming,rhyming,mid,sh,ui,3,zh,ao,4
328,珧,y,ao,2,王,兆,r,l,rhyming,radical,mid,w,ang,2,zh,ao,4
329,眺,t,iao,4,目,兆,r,r,radical,radical,high,m,u,4,zh,ao,4
330,祧,t,iao,1,礻,兆,r,r,radical,radical,mid,sh,i,4,zh,ao,4
331,絩,t,iao,4,糸,兆,r,r,radical,radical,rare,m,i,4,zh,ao,4
332,脁,t,iao,4,肉,兆,r,r,radical,radical,low,r,ou,4,zh,ao,4
333,誂,t,iao,3,言,兆,r,r,radical,radical,low,y,an,2,zh,ao,4
334,銚,y,ao,2,釒,兆,r,r,rhyming,rhyming,mid,j,in,1,zh,ao,4
335,鞉,t,ao,2,革,兆,r,r,rhyming,rhyming,low,g,e,2,zh,ao,4
336,鮡,t,iao,1,魚,兆,r,r,radical,radical,rare,y,u,2,zh,ao,4
337,侁,sh,en,1,亻,先,r,l,radical,rhyming,low,r,en,2,x,ian,1
338,洗,x,i,3,氵,先,r,l,alliterating,radical,high,sh,ui,3,x,ian,1
339,詵,sh,en,1,言,先,r,r,radical,radical,mid,y,an,2,x,ian,1
340,銑,x,ian,3,釒,先,r,r,regular,regular,mid,j,in,1,x,ian,1
341,駪,sh,en,1,馬,先,r,r,radical,radical,low,m,a,3,x,ian,1
342,垙,g,uang,1,土,光,r,r,regular,regular,rare,t,u,3,g,uang,1
343,恍,h,uang,3,忄,光,r,r,rhyming,rhyming,high,x,in,1,g,uang,1
344,晄,h,uang,3,日,光,r,r,rhyming,rhyming,low,r,i,4,g,uang,1
345,桄,g,uang,4,木,光,r,r,regular,regular,mid,m,u,4,g,uang,1
346,絖,k,uang,4,糸,光,r,r,rhyming,rhyming,rare,m,i,4,g,uang,1
347,胱,g,uang,1,肉,光,r,r,regular,regular,mid,r,ou,4,g,uang,1
348,觥,g,ong,1,角,光,r,r,alliterating,alliterating,mid,j,iao,3,g,uang,1
349,駫,j,iong,1,馬,光,r,l,radical,radical,rare,m,a,3,g,uang,1
350,娧,t,ui,4,女,兌,r,r,rhyming,rhyming,rare,n,v,3,d,ui,4
351,帨,sh,ui,4,巾,兌,r,r,rhyming,rhyming,low,j,in,1,d,ui,4
352,悅,y,ue,4,忄,兌,r,r,radical,radical,mid,x,in,1,d,ui,4
353,挩,t,uo,1,扌,兌,r,r,radical,radical,rare,sh,ou,3,d,ui,4
354,梲,zh,uo,2,木,兌,r,r,radical,radical,rare,m,u,4,d,ui,4
355,涗,sh,ui,4,氵,兌,r,l,rhyming,regular,low,sh,ui,3,d,ui,4
356,稅,sh,ui,4,禾,兌,r,r,rhyming,rhyming,low,h,e,2,d,ui,4
357,脫,t,uo,1,肉,兌,r,l,radical,radical,mid,r,ou,4,d,ui,4
358,蛻,t,ui,4,虫,兌,r,r,rhyming,rhyming,low,ch,ong,2,d,ui,4
359,裞,sh,ui,4,衤,兌,r,r,rhyming,rhyming,rare,y,i,1,d,ui,4
360,說,sh,uo,1,言,兌,r,r,radical,radical,high,y,an,2,d,ui,4
361,銳,r,ui,4,釒,兌,r,r,rhyming,rhyming,mid,j,in,1,d,ui,4
362,駾,t,ui,4,馬,兌,r,r,rhyming,rhyming,rare,m,a,3,d,ui,4
363,俛,f,u,3,亻,免,r,l,radical,radical,mid,r,en,2,m,ian,3
364,娩,m,ian,3,女,免,r,r,regular,regular,high,n,v,3,m,ian,3
365,悗,m,an,2,忄,免,r,r,alliterating,alliterating,low,x,in,1,m,ian,3
366,挽,w,an,3,扌,免,r,r,radical,radical,high,sh,ou,3,m,ian,3
367,晩,w,an,3,日,免,r,r,radical,radical,mid,r,i,4,m,ian,3
368,浼,m,ei,3,氵,免,r,l,alliterating,radical,mid,sh,ui,3,m,ian,3
369,睌,w,an,3,目,免,r,r,radical,radical,low,m,u,4,m,ian,3
370,絻,m,ian,3,糸,免,r,r,regular,regular,low,m,i,4,m,ian,3
371,輓,w,an,3,車,免,r,r,radical,radical,low,ch,e,1,m,ian,3
372,鞔,w,an,3,革,免,r,r,radical,radical,mid,g,e,2,m,ian,3
373,鮸,m,ian,3,魚,免,r,r,regular,regular,low,y,u,2,m,ian,3
374,倪,n,i,2,亻,兒,r,l,radical,radical,high,r,en,2,0,er,2
375,婗,n,i,2,女,兒,r,l,radical,alliterating,low,n,v,3,0,er,2
376,掜,y,i,3,扌,兒,r,r,radical,radical,rare,sh,ou,3,0,er,2
377,棿,n,ie,4,木,兒,r,l,radical,radical,rare,m,u,4,0,er,2
378,猊,n,i,2,犭,兒,r,l,radical,radical,mid,q,uan,3,0,er,2
379,睨,n,i,4,目,兒,r,l,radical,radical,high,m,u,4,0,er,2
380,蜺,n,i,2,虫,兒,r,l,radical,radical,low,ch,ong,2,0,er,2
381,觬,n,i,2,角,兒,r,l,radical,radical,rare,j,iao,3,0,er,2
382,誽,n,a,2,言,兒,r,l,radical,radical,low,y,an,2,0,er,2
383,輗,n,i,2,車,兒,r,l,radical,radical,low,ch,e,1,0,er,2
384,鯢,n,i,2,魚,兒,r,l,radical,radical,low,y,u,2,0,er,2
385,鶃,y,i,4,鳥,兒,r,r,radical,radical,rare,n,iao,3,0,er,2
386,齯,n,i,2,齒,兒,r,l,radical,rhyming,rare,ch,i,3,0,er,2
387,吶,n,a,4,口,內,r,r,alliterating,alliterating,mid,k,ou,3,n,ei,4
388,納,n,a,4,糸,內,r,r,alliterating,alliterating,low,m,i,4,n,ei,4
389,肭,n,a,4,肉,內,r,r,alliterating,alliterating,mid,r,ou,4,n,ei,4
390,蚋,r,ui,4,虫,內,r,r,radical,radical,mid,ch,ong,2,n,ei,4
391,衲,n,a,4,衤,內,r,r,alliterating,alliterating,high,y,i,1,n,ei,4
392,訥,n,e,4,言,內,r,r,alliterating,alliterating,low,y,an,2,n,ei,4
393,軜,n,a,4,車,內,r,r,alliterating,alliterating,rare,ch,e,1,n,ei,4
394,靹,n,a,4,革,內,r,r,alliterating,alliterating,rare,g,e,2,n,ei,4
395,佺,q,uan,2,亻,全,r,r,regular,regular,mid,r,en,2,q,uan,2
396,恮,q,uan,2,忄,全,r,r,regular,regular,rare,x,in,1,q,uan,2
397,栓,sh,uan,1,木,全,r,r,rhyming,rhyming,high,m,u,4,q,uan,2
398,牷,q,uan,2,牜,全,r,r,regular,regular,low,n,iu,2,q,uan,2
399,絟,q,uan,1,糸,全,r,r,regular,regular,rare,m,i,4,q,uan,2
400,詮,q,uan,2,言,全,r,r,regular,regular,high,y,an,2,q,uan,2
401,輇,q,uan,2,車,全,r,r,regular,regular,low,ch,e,1,q,uan,2
402,銓,q,uan,2,釒,全,r,r,regular,regular,mid,j,in,1,q,uan,2
403,倆,l,ia,3,亻,兩,r,r,alliterating,alliterating,mid,r,en,2,l,iang,3
404,緉,l,iang,3,糸,兩,r,r,regular,regular,low,m,i,4,l,iang,3
405,脼,l,iang,3,肉,兩,r,r,regular,regular,rare,r,ou,4,l,iang,3
406,蜽,l,iang,3,虫,兩,r,r,regular,regular,rare,ch,ong,2,l,iang,3
407,裲,l,iang,3,衤,兩,r,r,regular,regular,rare,y,i,1,l,iang,3
408,輛,l,iang,4,車,兩,r,r,regular,regular,mid,ch,e,1,l,iang,3
409,偸,t,ou,1,亻,兪,r,l,radical,radical,low,r,en,2,y,u,2
410,喩,y,u,4,口,兪,r,r,regular,regular,rare,k,ou,3,y,u,2
411,婾,t,ou,1,女,兪,r,l,radical,radical,rare,n,v,3,y,u,2
412,愉,y,u,2,忄,兪,r,r,regular,regular,high,x,in,1,y,u,2
413,揄,y,u,2,扌,兪,r,r,regular,regular,high,sh,ou,3,y,u,2
414,楡,y,u,2,木,兪,r,r,regular,regular,low,m,u,4,y,u,2
415,渝,y,u,2,氵,兪,r,r,regular,regular,high,sh,ui,3,y,u,2
416,牏,t,ou,2,片,兪,r,l,radical,radical,rare,p,ian,4,y,u,2
417,瑜,y,u,2,王,兪,r,r,regular,regular,high,w,ang,2,y,u,2
418,緰,y,u,2,糸,兪,r,r,regular,regular,rare,m,i,4,y,u,2
419,羭,y,u,2,羊,兪,r,r,regular,regular,low,y,ang,2,y,u,2
420,蝓,y,u,2,虫,兪,r,r,regular,regular,mid,ch,ong,2,y,u,2
421,褕,y,u,2,衤,兪,r,r,regular,regular,mid,y,i,1,y,u,2
422,諭,y,u,4,言,兪,r,r,regular,regular,rare,y,an,2,y,u,2
423,貐,y,u,3,豸,兪,r,r,regular,regular,mid,zh,i,4,y,u,2
424,輸,sh,u,1,車,兪,r,l,rhyming,radical,mid,ch,e,1,y,u,2
425,鍮,t,ou,1,釒,兪,r,l,radical,radical,low,j,in,1,y,u,2
426,隃,y,u,2,阝,兪,r,r,regular,regular,rare,f,u,4,y,u,2
427,伀,zh,ong,1,亻,公,r,r,rhyming,rhyming,rare,r,en,2,g,ong,1
428,松,s,ong,1,木,公,r,r,rhyming,rhyming,high,m,u,4,g,ong,1
429,蚣,g,ong,1,虫,公,r,r,regular,regular,high,ch,ong,2,g,ong,1
430,訟,s,ong,4,言,公,r,r,rhyming,rhyming,low,y,an,2,g,ong,1
431,供,g,ong,1,亻,共,r,r,regular,regular,high,r,en,2,g,ong,4
432,哄,h,ong,1,口,共,r,r,rhyming,rhyming,high,k,ou,3,g,ong,4
433,拱,g,ong,3,扌,共,r,r,regular,regular,high,sh,ou,3,g,ong,4
434,洪,h,ong,2,氵,共,r,r,rhyming,rhyming,high,sh,ui,3,g,ong,4
435,烘,h,ong,1,火,共,r,l,rhyming,alliterating,high,h,uo,3,g,ong,4
436,珙,g,ong,3,王,共,r,r,regular,regular,mid,w,ang,2,g,ong,4
437,娸,q,i,1,女,其,r,r,regular,regular,rare,n,v,3,q,i,2
438,棋,q,i,2,木,其,r,r,regular,regular,high,m,u,4,q,i,2
439,淇,q,i,2,氵,其,r,r,regular,regular,high,sh,ui,3,q,i,2
440,祺,q,i,2,礻,其,r,r,regular,regular,high,sh,i,4,q,i,2
441,稘,j,i,1,禾,其,r,r,rhyming,rhyming,rare,h,e,2,q,i,2
442,諆,q,i,1,言,其,r,r,regular,regular,rare,y,an,2,q,i,2
443,騏,q,i,2,馬,其,r,r,regular,regular,rare,m,a,3,q,i,2
444,鯕,q,i,2,魚,其,r,r,regular,regular,rare,y,u,2,q,i,2
445,麒,q,i,2,鹿,其,r,r,regular,regular,high,l,u,4,q,i,2
446,琠,d,ian,3,王,典,r,r,regular,regular,rare,w,ang,2,d,ian,3
447,腆,t,ian,3,肉,典,r,r,rhyming,rhyming,high,r,ou,4,d,ian,3
448,錪,t,ian,3,釒,典,r,r,rhyming,rhyming,rare,j,in,1,d,ian,3
449,傔,q,ian,4,亻,兼,r,r,rhyming,rhyming,low,r,en,2,j,ian,1
450,嗛,x,ian,2,口,兼,r,r,rhyming,rhyming,low,k,ou,3,j,ian,1
451,嫌,x,ian,2,女,兼,r,r,rhyming,rhyming,high,n,v,3,j,ian,1
452,慊,q,ian,4,忄,兼,r,r,rhyming,rhyming,mid,x,in,1,j,ian,1
453,槏,q,ian,3,木,兼,r,r,rhyming,rhyming,rare,m,u,4,j,ian,1
454,熑,l,ian,2,火,兼,r,r,rhyming,rhyming,rare,h,uo,3,j,ian,1
455,磏,l,ian,2,石,兼,r,r,rhyming,rhyming,rare,sh,i,2,j,ian,1
456,稴,l,ian,2,禾,兼,r,r,rhyming,rhyming,low,h,e,2,j,ian,1
457,縑,j,ian,1,糸,兼,r,r,regular,regular,mid,m,i,4,j,ian,1
458,螊,l,ian,2,虫,兼,r,r,rhyming,rhyming,rare,ch,ong,2,j,ian,1
459,謙,q,ian,1,言,兼,r,r,rhyming,rhyming,low,y,an,2,j,ian,1
460,賺,zh,uan,4,貝,兼,r,r,radical,radical,mid,b,ei,4,j,ian,1
461,鎌,l,ian,2,釒,兼,r,r,rhyming,rhyming,mid,j,in,1,j,ian,1
462,隒,y,an,3,阝,兼,r,r,radical,radical,rare,f,u,4,j,ian,1
463,鰜,j,ian,1,魚,兼,r,r,regular,regular,low,y,u,2,j,ian,1
464,鼸,x,ian,3,鼠,兼,r,r,rhyming,rhyming,low,sh,u,3,j,ian,1
465,泂,j,iong,3,氵,冋,r,r,regular,regular,low,sh,ui,3,j,iong,1
466,炯,j,iong,3,火,冋,r,r,regular,regular,high,h,uo,3,j,iong,1
467,絅,j,iong,3,糸,冋,r,r,regular,regular,low,m,i,4,j,iong,1
468,詗,x,iong,4,言,冋,r,r,rhyming,rhyming,rare,y,an,2,j,iong,1
469,駉,j,iong,1,馬,冋,r,r,regular,regular,low,m,a,3,j,iong,1
470,媢,m,ao,4,女,冒,r,r,regular,regular,low,n,v,3,m,ao,4
471,帽,m,ao,4,巾,冒,r,r,regular,regular,high,j,in,1,m,ao,4
472,瑁,m,ao,4,王,冒,r,r,regular,regular,high,w,ang,2,m,ao,4
473,賵,f,eng,4,貝,冒,r,l,radical,radical,rare,b,ei,4,m,ao,4
474,媾,g,ou,4,女,冓,r,r,regular,regular,mid,n,v,3,g,ou,4
475,搆,g,ou,4,扌,冓,r,r,regular,regular,low,sh,ou,3,g,ou,4
476,構,g,ou,4,木,冓,r,r,regular,regular,mid,m,u,4,g,ou,4
477,溝,g,ou,1,氵,冓,r,r,regular,regular,mid,sh,ui,3,g,ou,4
478,講,j,iang,3,言,冓,r,r,radical,radical,mid,y,an,2,g,ou,4
479,購,g,ou,4,貝,冓,r,r,regular,regular,low,b,ei,4,g,ou,4
480,韝,g,ou,1,韋,冓,r,r,regular,regular,rare,w,ei,2,g,ou,4
481,忱,ch,en,2,忄,冘,r,l,radical,radical,high,x,in,1,y,in,2
482,抌,zh,en,3,扌,冘,r,l,radical,radical,rare,sh,ou,3,y,in,2
483,枕,zh,en,3,木,冘,r,l,radical,radical,high,m,u,4,y,in,2
484,沈,sh,en,3,氵,冘,r,l,radical,alliterating,high,sh,ui,3,y,in,2
485,眈,d,an,1,目,冘,r,l,radical,radical,high,m,u,4,y,in,2
486,紞,d,an,3,糸,冘,r,l,radical,radical,mid,m,i,4,y,in,2
487,耽,d,an,1,耳,冘,r,l,radical,radical,high,0,er,3,y,in,2
488,訦,ch,en,2,言,冘,r,r,radical,radical,rare,y,an,2,y,in,2
489,酖,d,an,1,酉,冘,r,l,radical,radical,low,y,ou,3,y,in,2
490,鈂,ch,en,2,釒,冘,r,l,radical,radical,rare,j,in,1,y,in,2
491,黕,d,an,1,黑,冘,r,l,radical,radical,rare,h,ei,1,y,in,2
492,塓,m,i,4,土,冥,r,r,alliterating,alliterating,rare,t,u,3,m,ing,2
493,嫇,m,ing,2,女,冥,r,r,regular,regular,mid,n,v,3,m,ing,2
494,幎,m,i,4,巾,冥,r,r,alliterating,alliterating,low,j,in,1,m,ing,2
495,暝,m,ing,2,日,冥,r,r,regular,regular,mid,r,i,4,m,ing,2
496,榠,m,ing,2,木,冥,r,r,regular,regular,rare,m,u,4,m,ing,2
497,汨,m,i,4,氵,冥,r,r,alliterating,alliterating,mid,sh,ui,3,m,ing,2
498,溟,m,ing,2,氵,冥,r,r,regular,regular,high,sh,ui,3,m,ing,2
499,瞑,m,ing,2,目,冥,r,r,regular,regular,high,m,u,4,m,ing,2
500,螟,m,ing,2,虫,冥,r,r,regular,regular,mid,ch,ong,2,m,ing,2
501,机,j,i,1,木,几,r,r,regular,regular,high,m,u,4,j,i,1
502,肌,j,i,1,肉,几,r,r,regular,regular,high,r,ou,4,j,i,1
503,飢,j,i,1,飠,几,r,r,regular,regular,mid,sh,i,2,j,i,1
504,咄,d,uo,1,口,出,r,l,radical,radical,high,k,ou,3,ch,u,1
505,拙,zh,uo,2,扌,出,r,l,radical,radical,high,sh,ou,3,ch,u,1
506,柮,d,uo,4,木,出,r,r,radical,radical,low,m,u,4,ch,u,1
507,泏,ch,u,4,氵,出,r,r,regular,regular,low,sh,ui,3,ch,u,1
508,炪,zh,uo,2,火,出,r,l,radical,rhyming,rare,h,uo,3,ch,u,1
509,絀,ch,u,4,糸,出,r,r,regular,regular,rare,m,i,4,ch,u,1
510,聉,w,a,1,耳,出,r,l,radical,radical,rare,0,er,3,ch,u,1
511,詘,q,u,1,言,出,r,r,rhyming,rhyming,mid,y,an,2,ch,u,1
512,貀,n,a,4,豸,出,r,l,radical,radical,rare,zh,i,4,ch,u,1
513,黜,ch,u,4,黑,出,r,r,regular,regular,mid,h,ei,1,ch,u,1
514,切,q,ie,1,七,刀,l,l,alliterating,alliterating,high,q,i,1,d,ao,1
515,叨,t,ao,1,口,刀,r,r,rhyming,rhyming,high,k,ou,3,d,ao,1
516,朷,d,ao,1,木,刀,r,r,regular,regular,rare,m,u,4,d,ao,1
517,到,d,ao,4,至,刀,r,r,regular,regular,high,zh,i,4,d,ao,1
518,初,ch,u,1,衤,刀,r,r,radical,radical,high,y,i,1,d,ao,1
519,釖,d,ao,1,釒,刀,r,r,regular,regular,rare,j,in,1,d,ao,1
520,刈,y,i,4,乂,刂,l,l,regular,regular,mid,y,i,4,d,ao,1
521,剩,sh,eng,4,乘,刂,l,l,rhyming,rhyming,high,ch,eng,2,d,ao,1
522,刻,k,e,4,亥,刂,l,l,radical,radical,high,h,ai,4,d,ao,1
523,創,ch,uang,4,倉,刂,l,l,radical,radical,mid,c,ang,1,d,ao,1
524,劍,j,ian,4,僉,刂,l,l,rhyming,rhyming,mid,q,ian,1,d,ao,1
525,刓,w,an,2,元,刂,l,l,radical,radical,low,y,uan,2,d,ao,1
526,删,sh,an,1,册,刂,l,r,radical,radical,high,c,e,4,d,ao,1
527,刎,w,en,3,勿,刂,l,l,alliterating,alliterating,high,w,u,4,d,ao,1
528,判,p,an,4,半,刂,l,l,rhyming,rhyming,high,b,an,4,d,ao,1
529,剟,d,uo,1,叕,刂,l,r,rhyming,alliterating,low,zh,uo,2,d,ao,1
530,利,l,i,4,和,刂,l,l,radical,radical,high,h,e,2,d,ao,1
531,劋,j,iao,3,喿,刂,l,l,radical,radical,rare,s,ao,4,d,ao,1
532,刲,k,ui,1,圭,刂,l,l,rhyming,rhyming,low,g,ui,1,d,ao,1
533,刔,j,ue,2,夬,刂,l,r,radical,radical,rare,g,uai,4,d,ao,1
534,刳,k,u,1,夸,刂,l,l,alliterating,alliterating,mid,k,ua,1,d,ao,1
535,剞,j,i,1,奇,刂,l,l,rhyming,rhyming,mid,q,i,2,d,ao,1
536,剜,w,an,1,宛,刂,l,l,regular,regular,high,w,an,3,d,ao,1
537,割,g,e,1,害,刂,l,l,radical,radical,high,h,ai,4,d,ao,1
538,刌,c,un,3,寸,刂,l,l,regular,regular,low,c,un,4,d,ao,1
539,剸,t,uan,2,專,刂,l,r,rhyming,radical,low,zh,uan,1,d,ao,1
540,剛,g,ang,1,岡,刂,l,l,regular,regular,mid,g,ang,1,d,ao,1
541,剄,j,ing,3,巠,刂,l,l,regular,regular,mid,j,ing,1,d,ao,1
542,剿,j,iao,3,巢,刂,l,l,radical,radical,high,ch,ao,2,d,ao,1
543,刊,k,an,1,干,刂,l,l,rhyming,rhyming,high,g,an,1,d,ao,1
544,剫,d,uo,2,度,刂,l,r,alliterating,alliterating,rare,d,u,4,d,ao,1
548,刜,f,u,2,弗,刂,l,l,regular,regular,low,f,u,2,d,ao,1
549,剃,t,i,4,弟,刂,l,l,rhyming,rhyming,high,d,i,4,d,ao,1
550,剝,b,o,1,彔,刂,l,r,radical,radical,low,l,u,4,d,ao,1
551,剔,t,i,1,易,刂,l,r,rhyming,radical,high,y,i,4,d,ao,1
552,劊,g,ui,4,會,刂,l,l,rhyming,rhyming,low,h,ui,4,d,ao,1
553,刖,y,ue,4,月,刂,l,l,regular,regular,mid,y,ue,4,d,ao,1
554,刺,c,i,4,朿,刂,l,l,regular,regular,high,c,i,4,d,ao,1
555,刹,ch,a,4,杀,刂,l,l,rhyming,rhyming,high,sh,a,1,d,ao,1
556,剌,l,a,4,柬,刂,l,l,radical,radical,high,j,ian,3,d,ao,1
557,劌,g,ui,4,歲,刂,l,l,rhyming,rhyming,mid,s,ui,4,d,ao,1
558,剎,ch,a,4,殺,刂,l,l,rhyming,rhyming,mid,sh,a,1,d,ao,1
559,劖,ch,an,2,毚,刂,l,l,regular,regular,low,ch,an,2,d,ao,1
560,刏,j,i,1,气,刂,l,l,rhyming,rhyming,rare,q,i,4,d,ao,1
561,剡,y,an,3,炎,刂,l,l,regular,regular,mid,y,an,2,d,ao,1
562,副,f,u,4,畐,刂,l,l,regular,regular,high,f,u,2,d,ao,1
563,劃,h,ua,4,畫,刂,l,l,regular,regular,mid,h,ua,4,d,ao,1
564,劀,g,ua,1,矞,刂,l,r,radical,radical,rare,y,u,4,d,ao,1
565,剬,d,uan,1,耑,刂,l,r,rhyming,alliterating,low,zh,uan,1,d,ao,1
566,刵,0,er,4,耳,刂,l,l,regular,regular,low,0,er,3,d,ao,1
567,削,x,ue,1,肖,刂,l,l,alliterating,alliterating,high,x,iao,4,d,ao,1
568,剈,y,uan,1,肙,刂,l,l,regular,regular,rare,y,uan,1,d,ao,1
569,剳,zh,a,1,荅,刂,l,l,rhyming,rhyming,low,d,a,1,d,ao,1
570,剴,k,ai,3,豈,刂,l,r,radical,radical,mid,q,i,3,d,ao,1
571,劇,j,u,4,豦,刂,l,l,rhyming,rhyming,mid,q,u,2,d,ao,1
572,則,z,e,2,貝,刂,l,l,radical,radical,mid,b,ei,4,d,ao,1
573,魝,j,i,4,魚,刂,l,r,radical,radical,rare,y,u,2,d,ao,1
574,劓,y,i,4,鼻,刂,l,l,rhyming,rhyming,mid,b,i,2,d,ao,1
575,仞,r,en,4,亻,刃,r,r,regular,regular,high,r,en,2,r,en,4
576,扨,r,en,4,扌,刃,r,r,regular,regular,low,sh,ou,3,r,en,4
577,杒,r,en,4,木,刃,r,r,regular,regular,rare,m,u,4,r,en,4
578,牣,r,en,4,牜,刃,r,r,regular,regular,low,n,iu,2,r,en,4
579,籾,n,i,2,米,刃,r,l,radical,rhyming,rare,m,i,3,r,en,4
580,紉,r,en,4,糸,刃,r,r,regular,regular,rare,m,i,4,r,en,4
581,訒,r,en,4,言,刃,r,r,regular,regular,rare,y,an,2,r,en,4
582,軔,r,en,4,車,刃,r,r,regular,regular,low,ch,e,1,r,en,4
583,釼,j,ian,4,釒,刃,r,l,radical,alliterating,rare,j,in,1,r,en,4
584,靱,r,en,4,革,刃,r,r,regular,regular,low,g,e,2,r,en,4
585,韌,r,en,4,韋,刃,r,r,regular,regular,low,w,ei,2,r,en,4
586,份,f,en,4,亻,分,r,r,regular,regular,high,r,en,2,f,en,1
587,吩,f,en,1,口,分,r,r,regular,regular,high,k,ou,3,f,en,1
588,坋,f,en,4,土,分,r,r,regular,regular,rare,t,u,3,f,en,1
589,扮,b,an,4,扌,分,r,r,radical,radical,high,sh,ou,3,f,en,1
590,枌,f,en,2,木,分,r,r,regular,regular,low,m,u,4,f,en,1
591,汾,f,en,2,氵,分,r,r,regular,regular,high,sh,ui,3,f,en,1
592,盼,p,an,4,目,分,r,r,radical,radical,high,m,u,4,f,en,1
593,粉,f,en,3,米,分,r,r,regular,regular,high,m,i,3,f,en,1
594,紛,f,en,1,糸,分,r,r,regular,regular,mid,m,i,4,f,en,1
595,羒,f,en,2,羊,分,r,r,regular,regular,low,y,ang,2,f,en,1
596,蚡,f,en,2,虫,分,r,r,regular,regular,mid,ch,ong,2,f,en,1
597,衯,f,en,1,衤,分,r,r,regular,regular,rare,y,i,1,f,en,1
598,魵,f,en,2,魚,分,r,r,regular,regular,rare,y,u,2,f,en,1
599,黺,f,en,3,黹,分,r,r,regular,regular,rare,zh,i,3,f,en,1
600,鼢,f,en,2,鼠,分,r,r,regular,regular,low,sh,u,3,f,en,1
601,俐,l,i,4,亻,利,r,r,regular,regular,high,r,en,2,l,i,4
602,悧,l,i,4,忄,利,r,r,regular,regular,low,x,in,1,l,i,4
603,犂,l,i,2,牜,利,r,r,regular,regular,low,n,iu,2,l,i,4
604,蜊,l,i,2,虫,利,r,r,regular,regular,mid,ch,ong,2,l,i,4
605,側,c,e,4,亻,則,r,r,rhyming,rhyming,mid,r,en,2,z,e,2
606,惻,c,e,4,忄,則,r,r,rhyming,rhyming,low,x,in,1,z,e,2
607,測,c,e,4,氵,則,r,r,rhyming,rhyming,mid,sh,ui,3,z,e,2
608,鰂,z,e,2,魚,則,r,r,regular,regular,low,y,u,2,z,e,2
609,助,zh,u,4,且,力,l,r,radical,radical,high,q,ie,3,l,i,4
610,劾,h,e,2,亥,力,l,l,alliterating,alliterating,high,h,ai,4,l,i,4
611,勍,q,ing,2,京,力,l,l,rhyming,rhyming,low,j,ing,1,l,i,4
612,勑,l,ai,4,來,力,l,l,regular,regular,rare,l,ai,2,l,i,4
613,勀,k,e,4,克,力,l,l,regular,regular,low,k,e,4,l,i,4
614,勖,x,u,4,冒,力,l,r,radical,radical,mid,m,ao,4,l,i,4
615,勵,l,i,4,厲,力,l,r,regular,regular,mid,l,i,4,l,i,4
616,劫,j,ie,2,去,力,l,r,radical,radical,high,q,u,4,l,i,4
617,劬,q,u,2,句,力,l,l,rhyming,rhyming,mid,j,u,4,l,i,4
618,劭,sh,ao,4,召,力,l,l,rhyming,rhyming,high,zh,ao,4,l,i,4
619,劼,j,ie,2,吉,力,l,l,alliterating,alliterating,mid,j,i,2,l,i,4
620,勛,x,un,1,員,力,l,r,radical,radical,low,y,uan,2,l,i,4
621,勤,q,in,2,堇,力,l,l,rhyming,rhyming,high,j,in,3,l,i,4
622,勃,b,o,2,孛,力,l,l,alliterating,alliterating,high,b,ei,4,l,i,4
623,勁,j,in,4,巠,力,l,l,alliterating,alliterating,mid,j,ing,1,l,i,4
624,勦,j,iao,3,巢,力,l,l,radical,radical,low,ch,ao,2,l,i,4
625,扐,l,e,4,扌,力,r,r,alliterating,alliterating,low,sh,ou,3,l,i,4
626,朸,l,i,4,木,力,r,r,regular,regular,rare,m,u,4,l,i,4
627,勳,x,un,1,熏,力,l,l,regular,regular,mid,x,un,1,l,i,4
628,勘,k,an,1,甚,力,l,l,radical,radical,high,sh,en,2,l,i,4
629,勠,l,u,4,翏,力,l,r,alliterating,alliterating,low,l,iu,4,l,i,4
630,肋,l,ei,4,肉,力,r,r,alliterating,alliterating,high,r,ou,4,l,i,4
631,勱,m,ai,4,萬,力,l,r,radical,radical,mid,w,an,4,l,i,4
632,勨,y,ang,3,象,力,l,l,radical,radical,rare,x,iang,4,l,i,4
633,勮,j,u,4,豦,力,l,r,rhyming,radical,rare,q,u,2,l,i,4
634,勣,j,i,1,責,力,l,r,radical,rhyming,mid,z,e,2,l,i,4
635,勩,y,i,4,貰,力,l,l,rhyming,rhyming,rare,sh,i,4,l,i,4
